Player,team,opponent,proj_mins,conf,last_5_games,last_5_games_fouls,pos,stat,bet_side,stat_projection,line,odds,book,win_pct,expected_value,xAiScore,manualRtg,manualNotes,full_odds_meta_data,team_averages,minutes_injury_summary,minutes_confidence_justification,xAiContext,matched_sim_means,sim_source,game_time_cst,kenpom_player_url,etr_mins,etr_mins_diff,etr_proj,etr_proj_diff,rg_mins,rg_mins_diff,rg_proj,rg_proj_diff
Oscar Cluff,Purdue,Miami FL,26.0,0.9,"[30, 34, 28, 25, 22]","[3.4, 3.8, 3.2, 2.8, 2.5]",C,rebounds,under,8.6741,8.5,106,caesars,0.53,1.1003,,,,caesars 8.5 O -141; U +106 | fanatics 8.5 O -140; U +105 | splash_sports 8.5 O -118; U -118,"Team REB: 35.60, Team AST: 19.67, Team 3PM: 9.40, Team STL: 5.67, Team BLK: 2.67, Team TO: 9.17",,,,8.67,interpolated_sim,2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=55519,29.0,3.0,8.86,0.19,30.0,4.0,8.41,-0.26
Bryce Hopkins,St. John's,Kansas,34.0,0.95,"[32, 27, 34, 39, 35]","[1.8, 1.5, 1.9, 2.1, 1.9]",FC,points_rebounds_assists,over,23.6192,21.5,-118,splash_sports,0.6,1.1002,,,,sleeper 21.5 O -132; U -125 | splash_sports 21.5 O -118; U -118,,,,,"14.10,7.67,1.85","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=51699,35.0,1.0,24.02,0.4,34.0,0.0,23.21,-0.41
Solo Ball,Connecticut,UCLA,25.0,0.92,"[24, 25, 17, 29, 25]","[1.5, 1.6, 1.1, 1.8, 1.6]",GF,assists,under,1.239,1.5,-147,sleeper,0.65,1.1002,,,,sleeper 1.5 O -111; U -147,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",,,,1.24,interpolated_sim,2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=54875,27.0,2.0,1.43,0.19,27.0,2.0,1.34,0.1
Tre Donaldson,Miami FL,Purdue,33.0,0.88,"[36, 37, 38, 24, 34]","[1.7, 1.8, 1.8, 1.1, 1.6]",G,points_rebounds_assists,under,23.2312,24.5,-118,splash_sports,0.59,1.0983,,,,splash_sports 24.5 O -118; U -118,"Team REB: 38.20, Team AST: 16.40, Team 3PM: 6.67, Team STL: 8.00, Team BLK: 3.33, Team TO: 11.57",,"High std dev (5.08); recent variability (24-38 min), projecting near avg for tournament",,"14.79,3.51,4.92","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=52408,36.0,3.0,24.11,0.88,35.0,2.0,23.6,0.37
Bishop Boswell,Tennessee,Virginia,28.0,0.95,"[29, 29, 31, 21, 21]","[3.2, 3.2, 3.4, 2.3, 2.3]",F,points,over,6.8754,5.5,-118,splash_sports,0.59,1.0977,,,,splash_sports 5.5 O -118; U -118,"Team REB: 42.67, Team AST: 17.20, Team 3PM: 6.67, Team STL: 7.63, Team BLK: 3.43, Team TO: 11.97",,,,6.88,interpolated_sim,2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=56085,24.0,-4.0,5.66,-1.22,27.0,-1.0,5.42,-1.46
Bennett Stirtz,Iowa,Florida,40.0,1.0,"[40, 45, 39, 39, 40]","[2.2, 2.5, 2.1, 2.1, 2.2]",G,rebounds,under,3.353,3.5,-115,fanatics,0.59,1.0974,,,,fanatics 3.5 O -115; U -115,"Team REB: 29.83, Team AST: 15.14, Team 3PM: 7.83, Team STL: 7.07, Team BLK: 2.10, Team TO: 9.48",,,,3.35,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=56549,39.0,-1.0,3.31,-0.04,39.5,-0.5,3.45,0.1
Eric Dailey,UCLA,Connecticut,30.0,0.95,"[22, 24, 34, 34, 32]","[1.7, 1.9, 2.6, 2.6, 2.5]",FC,rebounds,over,7.3941,6.5,100,fanduel,0.55,1.0944,,,,caesars 6.5 O -103; U -130 | fanatics 6.5 O +100; U -130 | fanduel 6.5 O +100; U -132 | prophetx 6.5 O -141; U -176 | sleeper 6.5 O -114; U -145 | splash_sports 6.5 O -118; U -118,"Team REB: 32.30, Team AST: 16.00, Team 3PM: 7.87, Team STL: 6.40, Team BLK: 3.00, Team TO: 9.07",,"Very stable ~30 min average, 32 in UCF; core starter in all lineups",,7.39,interpolated_sim,2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=54675,32.0,2.0,7.67,0.27,34.0,4.0,7.67,0.28
Cooper Koch,Iowa,Florida,35.0,0.95,"[21, 39, 38, 27, 38]","[1.5, 2.7, 2.7, 1.9, 2.7]",F,points,under,8.6126,9.5,-128,prophetx,0.61,1.094,,,,caesars 9.5 O -102; U -130 | fanatics 9.5 O +100; U -130 | prophetx 9.5 O +108; U -128 | splash_sports 8.5 O -118; U -118,"Team REB: 29.83, Team AST: 15.14, Team 3PM: 7.83, Team STL: 7.07, Team BLK: 2.10, Team TO: 9.48",,,,8.61,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=56179,36.0,1.0,8.4,-0.22,34.0,-1.0,8.73,0.12
Tobe Awaka,Arizona,Utah St.,17.0,0.9,"[20, 20, 27, 14, 18]","[2.6, 2.6, 3.5, 1.8, 2.3]",FC,points,under,7.9225,8.5,-118,splash_sports,0.59,1.0939,,,,splash_sports 8.5 O -118; U -118,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",,Recent minutes trending down but key bench piece in lineups,,7.92,interpolated_sim,2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=53032,18.0,1.0,7.6,-0.32,20.0,3.0,8.05,0.13
Tarris Reed,Connecticut,UCLA,30.0,0.92,"[30, 27, 23, 29, 35]","[3.3, 3, 2.5, 3.2, 3.8]",C,points,under,14.9558,15.5,-108,caesars,0.57,1.0936,,,,caesars 15.5 O -124; U -108 | fanatics 15.5 O -115; U -115 | fanduel 15.5 O -114; U -114 | prophetx 15.5 O -167; U -151 | sleeper 15.5 O -133; U -123 | splash_sports 15.5 O -118; U -118,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",,,,14.96,interpolated_sim,2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=53353,34.0,4.0,16.4,1.44,29.0,-1.0,14.03,-0.93
Tarris Reed,Connecticut,UCLA,30.0,0.92,"[30, 27, 23, 29, 35]","[3.3, 3, 2.5, 3.2, 3.8]",C,points_rebounds,under,25.3787,26.5,-115,fanduel,0.58,1.0931,,,,fanduel 26.5 O -111; U -115,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",,,,"14.96,10.42","interpolated_sim,interpolated_sim",2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=53353,34.0,4.0,27.82,2.44,29.0,-1.0,23.62,-1.76
Ja'Kobi Gillespie,Tennessee,Virginia,37.0,0.98,"[34, 37, 36, 38, 36]","[2.3, 2.5, 2.4, 2.6, 2.4]",G,points_rebounds_assists,under,25.2686,26.5,-118,splash_sports,0.59,1.0879,,,,splash_sports 26.5 O -118; U -118,"Team REB: 42.67, Team AST: 17.20, Team 3PM: 6.67, Team STL: 7.63, Team BLK: 3.43, Team TO: 11.97",,,,"17.59,2.85,4.83","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=52406,38.0,1.0,25.48,0.21,36.0,-1.0,24.53,-0.74
Tre White,Kansas,St. John's,33.0,0.9,"[37, 30, 38, 21, 32]","[2.2, 1.8, 2.3, 1.3, 1.9]",FC,turnovers,over,1.9723,1.5,-118,splash_sports,0.59,1.0879,,,,splash_sports 1.5 O -118; U -118,"Team REB: 38.63, Team AST: 14.40, Team 3PM: 7.37, Team STL: 5.50, Team BLK: 5.87, Team TO: 10.73",,"Key rotation player in top lineups, strong first-round performance; avg ~31 min despite std dev 6.09",,1.97,interpolated_sim,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=53086,32.0,-1.0,,,32.0,-1.0,,
Bishop Boswell,Tennessee,Virginia,28.0,0.95,"[29, 29, 31, 21, 21]","[3.2, 3.2, 3.4, 2.3, 2.3]",F,rebounds,over,4.5196,3.5,-118,splash_sports,0.59,1.0862,,,,splash_sports 3.5 O -118; U -118,"Team REB: 42.67, Team AST: 17.20, Team 3PM: 6.67, Team STL: 7.63, Team BLK: 3.43, Team TO: 11.97",,,,4.52,interpolated_sim,2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=56085,24.0,-4.0,3.72,-0.8,27.0,-1.0,3.53,-0.99
Brayden Burries,Arizona,Utah St.,30.0,0.95,"[33, 33, 19, 33, 28]","[2.3, 2.3, 1.3, 2.3, 2]",F,threes,under,1.8073,2.5,-209,caesars,0.73,1.0794,,,,caesars 2.5 O +154; U -209 | fanatics 2.5 O +135; U -210 | prophetx 2.5 O +153; U -250,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",,,,1.81,interpolated_sim,2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=59285,33.0,3.0,2.02,0.21,32.0,2.0,2.21,0.4
Ja'Kobi Gillespie,Tennessee,Virginia,37.0,0.98,"[34, 37, 36, 38, 36]","[2.3, 2.5, 2.4, 2.6, 2.4]",G,points,under,17.5892,18.5,-118,splash_sports,0.58,1.0776,,,,caesars 18.5 O -106; U -127 | fanatics 18.5 O -110; U -120 | fanduel 18.5 O +100; U -130 | prophetx 18.5 O -145; U -126 | splash_sports 18.5 O -118; U -118,"Team REB: 42.67, Team AST: 17.20, Team 3PM: 6.67, Team STL: 7.63, Team BLK: 3.43, Team TO: 11.97",,,,17.59,interpolated_sim,2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=52406,38.0,1.0,17.74,0.15,36.0,-1.0,16.74,-0.85
Skyy Clark,UCLA,Connecticut,30.0,0.88,"[34, 31, 33, 31, 20]","[3.1, 2.9, 3.1, 2.9, 1.8]",G,threes,under,1.735,1.5,115,fanatics,0.5,1.0771,,,,caesars 1.5 O -152; U +114 | fanatics 1.5 O -150; U +115 | prophetx 1.5 O -209; U -124 | sleeper 1.5 O -164; U +100,"Team REB: 32.30, Team AST: 16.00, Team 3PM: 7.87, Team STL: 6.40, Team BLK: 3.00, Team TO: 9.07",,"Strong avg ~30, dip to 20 in UCF likely matchup-specific; heavy in lineups (top 8)",,1.73,interpolated_sim,2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=52575,30.0,0.0,1.78,0.04,32.0,2.0,1.89,0.15
Ja'Kobi Gillespie,Tennessee,Virginia,37.0,0.98,"[34, 37, 36, 38, 36]","[2.3, 2.5, 2.4, 2.6, 2.4]",G,assists,under,4.8299,5.5,-148,caesars,0.64,1.0769,,,,caesars 5.5 O +111; U -148 | fanatics 5.5 O +115; U -150 | prophetx 5.5 O -20000; U -20000,"Team REB: 42.67, Team AST: 17.20, Team 3PM: 6.67, Team STL: 7.63, Team BLK: 3.43, Team TO: 11.97",,,,4.83,interpolated_sim,2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=52406,38.0,1.0,4.87,0.04,36.0,-1.0,5.08,0.25
Dante Allen,Miami FL,Purdue,26.0,0.96,"[23, 24, 26, 29, 26]","[1.2, 1.3, 1.4, 1.5, 1.4]",GF,points_rebounds_assists,over,11.8862,10.5,-118,splash_sports,0.58,1.0749,,,,splash_sports 10.5 O -118; U -118,"Team REB: 38.20, Team AST: 16.40, Team 3PM: 6.67, Team STL: 8.00, Team BLK: 3.33, Team TO: 11.57",,,,"6.53,3.17,2.19","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=58420,27.0,1.0,11.04,-0.84,26.0,0.0,10.48,-1.41
Ivan Kharchenkov,Arizona,Utah St.,29.0,0.95,"[24, 29, 32, 36, 26]","[1.4, 1.7, 1.8, 2.1, 1.5]",F,turnovers,under,1.4403,1.5,-118,splash_sports,0.58,1.0749,,,,splash_sports 1.5 O -118; U -118,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",,,,1.44,interpolated_sim,2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=59287,32.0,3.0,,,29.0,0.0,,
Alex Condon,Florida,Iowa,29.0,0.95,"[27, 28, 36, 31, 25]","[2.4, 2.5, 3.2, 2.8, 2.2]",C,points,under,12.885,13.5,-114,caesars,0.57,1.0748,,,,caesars 13.5 O -117; U -114 | fanatics 13.5 O -115; U -115 | fanduel 13.5 O -110; U -118 | prophetx 13.5 O -155; U -157 | splash_sports 13.5 O -118; U -118,"Team REB: 45.67, Team AST: 16.83, Team 3PM: 7.57, Team STL: 6.67, Team BLK: 5.07, Team TO: 11.73",,,,12.88,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=54391,33.0,4.0,13.74,0.86,29.25,0.25,13.27,0.38
Latrell Wrightsell,Alabama,Texas Tech,32.0,0.95,"[30, 24, 26, 23, 29]","[2.2, 1.8, 2, 1.7, 2.2]",G,points,under,12.8994,13.5,-115,fanatics,0.57,1.0724,,,,fanatics 13.5 O -115; U -115 | sleeper 13.5 O -128; U -128 | splash_sports 13.5 O -118; U -118,"Team REB: 40.73, Team AST: 16.33, Team 3PM: 12.97, Team STL: 6.50, Team BLK: 5.07, Team TO: 10.00",,,,12.90,interpolated_sim,2026-03-22 08:45 PM CDT,https://kenpom.com/player.php?p=49500,29.0,-3.0,12.18,-0.72,30.0,-2.0,13.11,0.21
Shelton Henderson,Miami FL,Purdue,35.0,0.98,"[36, 33, 31, 32, 37]","[2.4, 2.2, 2.1, 2.2, 2.5]",F,rebounds,over,5.494,4.5,-118,splash_sports,0.58,1.0724,,,,splash_sports 4.5 O -118; U -118,"Team REB: 38.20, Team AST: 16.40, Team 3PM: 6.67, Team STL: 8.00, Team BLK: 3.33, Team TO: 11.57",,,,5.49,interpolated_sim,2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=58422,33.0,-2.0,4.81,-0.68,33.0,-2.0,4.54,-0.95
Tre White,Kansas,St. John's,33.0,0.9,"[37, 30, 38, 21, 32]","[2.2, 1.8, 2.3, 1.3, 1.9]",FC,points,over,12.4089,11.5,100,fanatics,0.54,1.0719,,,,caesars 11.5 O -107; U -125 | fanatics 11.5 O +100; U -130 | fanduel 11.5 O -104; U -125 | prophetx 11.5 O -116; U -135 | sleeper 11.5 O -123; U -133 | splash_sports 11.5 O -118; U -118,"Team REB: 38.63, Team AST: 14.40, Team 3PM: 7.37, Team STL: 5.50, Team BLK: 5.87, Team TO: 10.73",,"Key rotation player in top lineups, strong first-round performance; avg ~31 min despite std dev 6.09",,12.41,interpolated_sim,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=53086,32.0,-1.0,11.83,-0.57,32.0,-1.0,11.36,-1.05
Braden Smith,Purdue,Miami FL,35.0,0.95,"[36, 37, 32, 38, 32]","[1.7, 1.8, 1.5, 1.8, 1.5]",G,threes,over,2.1462,1.5,-130,fanatics,0.61,1.0717,,,,caesars 1.5 O -137; U +103 | fanatics 1.5 O -130; U +100 | prophetx 1.5 O -151; U -104,"Team REB: 35.60, Team AST: 19.67, Team 3PM: 9.40, Team STL: 5.67, Team BLK: 2.67, Team TO: 9.17",,,,2.15,interpolated_sim,2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=52901,38.0,3.0,1.94,-0.21,36.0,1.0,1.7,-0.45
Brayden Burries,Arizona,Utah St.,30.0,0.95,"[33, 33, 19, 33, 28]","[2.3, 2.3, 1.3, 2.3, 2]",F,rebounds,under,4.4056,4.5,-115,fanatics,0.57,1.0714,,,,fanatics 4.5 O -115; U -115 | splash_sports 4.5 O -118; U -118,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",,,,4.41,interpolated_sim,2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=59285,33.0,3.0,4.93,0.52,32.0,2.0,4.49,0.08
Bryce Hopkins,St. John's,Kansas,34.0,0.95,"[32, 27, 34, 39, 35]","[1.8, 1.5, 1.9, 2.1, 1.9]",FC,points,over,14.1027,12.5,-118,splash_sports,0.58,1.0711,,,,caesars 12.5 O -134; U +100 | fanatics 13.5 O -105; U -125 | fanduel 12.5 O -125; U -104 | prophetx 13.5 O -108; U -121 | sleeper 12.5 O -141; U -116 | splash_sports 12.5 O -118; U -118,,,,,14.10,interpolated_sim,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=51699,35.0,1.0,14.34,0.24,34.0,0.0,13.76,-0.34
J.P. Estrella,Tennessee,Virginia,25.0,0.88,"[27, 23, 16, 20, 29]","[3.2, 2.7, 1.9, 2.4, 3.4]",C,points,under,11.3453,11.5,-104,fanduel,0.55,1.071,,,,caesars 11.5 O -124; U -108 | fanatics 11.5 O -115; U -115 | fanduel 11.5 O -125; U -104 | prophetx 11.5 O -114; U -116 | splash_sports 11.5 O -118; U -118,"Team REB: 42.67, Team AST: 17.20, Team 3PM: 6.67, Team STL: 7.63, Team BLK: 3.43, Team TO: 11.97",History of left foot surgery/soreness (Feb 2026 managed),Recent full minutes despite history,,11.35,interpolated_sim,2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=54830,26.0,1.0,10.84,-0.51,23.0,-2.0,10.78,-0.57
Oscar Cluff,Purdue,Miami FL,26.0,0.9,"[30, 34, 28, 25, 22]","[3.4, 3.8, 3.2, 2.8, 2.5]",C,points,under,11.5418,12.5,-130,fanatics,0.6,1.0699,,,,caesars 11.5 O -130; U -103 | fanatics 12.5 O +100; U -130 | fanduel 11.5 O -125; U -104 | prophetx 11.5 O -137; U -113 | splash_sports 11.5 O -118; U -118,"Team REB: 35.60, Team AST: 19.67, Team 3PM: 9.40, Team STL: 5.67, Team BLK: 2.67, Team TO: 9.17",,,,11.54,interpolated_sim,2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=55519,29.0,3.0,11.79,0.25,30.0,4.0,11.57,0.03
Dylan Darling,St. John's,Kansas,30.0,0.9,"[36, 25, 29, 23, 33]","[4, 2.8, 3.2, 2.5, 3.6]",G,points_rebounds_assists,over,15.9855,14.5,-118,splash_sports,0.58,1.066,,,,sleeper 14.5 O -133; U -123 | splash_sports 14.5 O -118; U -118,,,,,"9.34,3.74,2.90","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=53127,32.0,2.0,16.6,0.61,29.0,-1.0,15.36,-0.63
Bryce Hopkins,St. John's,Kansas,34.0,0.95,"[32, 27, 34, 39, 35]","[1.8, 1.5, 1.9, 2.1, 1.9]",FC,rebounds,over,7.6657,6.5,-118,splash_sports,0.58,1.0641,,,,caesars 7.5 O +125; U -170 | fanatics 6.5 O -145; U +110 | fanduel 6.5 O -122; U -108 | prophetx 6.5 O -167; U -147 | sleeper 6.5 O -152; U -109 | splash_sports 6.5 O -118; U -118,,,,,7.67,interpolated_sim,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=51699,35.0,1.0,7.8,0.13,34.0,0.0,7.98,0.31
Xaivian Lee,Florida,Iowa,30.0,0.95,"[25, 31, 31, 30, 23]","[1.7, 2.1, 2.1, 2, 1.6]",G,rebounds,under,3.4094,3.5,-118,splash_sports,0.58,1.0634,,,,splash_sports 3.5 O -118; U -118,"Team REB: 45.67, Team AST: 16.83, Team 3PM: 7.57, Team STL: 6.67, Team BLK: 5.07, Team TO: 11.73",,,,3.41,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=53977,31.0,1.0,3.4,-0.01,29.25,-0.75,3.18,-0.23
Mouhamed Dioubate,Kentucky,Iowa St.,23.0,0.95,"[17, 21, 20, 23, 32]","[2.1, 2.6, 2.4, 2.8, 3.9]",FC,points,under,8.2641,9.5,-156,sleeper,0.65,1.0609,,,,sleeper 9.5 O -106; U -156,"Team REB: 38.20, Team AST: 16.17, Team 3PM: 8.33, Team STL: 7.10, Team BLK: 4.33, Team TO: 10.73",,Recent tournament (32 min vs Santa Clara) and last 7 avg ~22 min support slight upward adjustment.,,8.26,interpolated_sim,2026-03-22 01:45 PM CDT,https://kenpom.com/player.php?p=55283,24.0,1.0,8.17,-0.09,22.0,-1.0,8.38,0.12
Melvin Council,Kansas,St. John's,37.0,0.95,"[39, 31, 40, 35, 31]","[1.8, 1.4, 1.8, 1.6, 1.4]",G,assists,over,4.7361,4.5,110,sleeper,0.5,1.0586,,,,sleeper 4.5 O +110; U -185,"Team REB: 38.63, Team AST: 14.40, Team 3PM: 7.37, Team STL: 5.50, Team BLK: 5.87, Team TO: 10.73",,,,4.74,interpolated_sim,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=55518,35.0,-2.0,4.09,-0.65,36.0,-1.0,5.05,0.31
Omer Mayer,Purdue,Miami FL,15.0,0.92,"[13, 16, 16, 12, 16]","[0.8, 1, 1, 0.8, 1]",GF,points,under,5.2701,5.5,-118,splash_sports,0.57,1.0573,,,,splash_sports 5.5 O -118; U -118,"Team REB: 35.60, Team AST: 19.67, Team 3PM: 9.40, Team STL: 5.67, Team BLK: 2.67, Team TO: 9.17",,,,5.27,interpolated_sim,2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=57937,14.0,-1.0,4.41,-0.86,12.0,-3.0,4.78,-0.49
Denzel Aberdeen,Kentucky,Iowa St.,37.0,0.98,"[36, 37, 34, 35, 38]","[2.2, 2.3, 2.1, 2.2, 2.4]",G,rebounds,over,3.1805,2.5,-118,splash_sports,0.57,1.0547,,,,sleeper 2.5 O -128; U -128 | splash_sports 2.5 O -118; U -118,"Team REB: 38.20, Team AST: 16.17, Team 3PM: 8.33, Team STL: 7.10, Team BLK: 4.33, Team TO: 10.73",,,,3.18,interpolated_sim,2026-03-22 01:45 PM CDT,https://kenpom.com/player.php?p=52525,35.0,-2.0,3.02,-0.16,35.0,-2.0,3.32,0.14
Christian Anderson,Texas Tech,Alabama,37.0,0.95,"[32, 40, 40, 31, 39]","[1.6, 2, 2, 1.6, 2]",G,assists,under,7.3818,7.5,-108,sleeper,0.55,1.0524,,,,fanatics 7.5 O +100; U -130 | sleeper 7.5 O -152; U -108 | splash_sports 7.5 O -118; U -118,"Team REB: 37.30, Team AST: 16.07, Team 3PM: 11.47, Team STL: 5.93, Team BLK: 3.87, Team TO: 10.90","Groin strain from Big 12 tournament resolved; cleared, full strength, scored 18pts/5ast/4stl in first round vs Akron",Post-injury game confirms full workload capacity despite prior std dev; no limitations reported,,7.38,interpolated_sim,2026-03-22 08:45 PM CDT,https://kenpom.com/player.php?p=56143,39.0,2.0,7.05,-0.33,39.0,2.0,7.25,-0.13
Milan Momcilovic,Iowa St.,Kentucky,36.0,0.95,"[36, 31, 31, 36, 35]","[1.9, 1.6, 1.6, 1.9, 1.8]",F,points,under,15.8193,16.5,-118,splash_sports,0.57,1.0515,,,,sleeper 16.5 O -132; U -125 | splash_sports 16.5 O -118; U -118,"Team REB: 35.60, Team AST: 17.40, Team 3PM: 8.83, Team STL: 8.77, Team BLK: 2.87, Team TO: 10.37",,,,15.82,interpolated_sim,2026-03-22 01:45 PM CDT,https://kenpom.com/player.php?p=54466,37.0,1.0,18.19,2.37,36.0,0.0,17.62,1.8
Trent Perry,UCLA,Connecticut,36.0,0.96,"[29, 34, 30, 40, 37]","[1.6, 1.9, 1.6, 2.2, 2]",GF,rebounds,over,4.2273,3.5,-111,sleeper,0.55,1.0502,,,,sleeper 3.5 O -111; U -147 | splash_sports 3.5 O -118; U -118,"Team REB: 32.30, Team AST: 16.00, Team 3PM: 7.87, Team STL: 6.40, Team BLK: 3.00, Team TO: 9.07",,"Extremely stable 34-40 range, 37 in UCF; core in all lineups",,4.23,interpolated_sim,2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=56393,36.0,0.0,4.15,-0.08,34.0,-2.0,3.62,-0.61
Latrell Wrightsell,Alabama,Texas Tech,32.0,0.95,"[30, 24, 26, 23, 29]","[2.2, 1.8, 2, 1.7, 2.2]",G,points_rebounds_assists,under,18.8206,19.5,-118,splash_sports,0.57,1.05,,,,sleeper 19.5 O -135; U -120 | splash_sports 19.5 O -118; U -118,"Team REB: 40.73, Team AST: 16.33, Team 3PM: 12.97, Team STL: 6.50, Team BLK: 5.07, Team TO: 10.00",,,,"12.90,3.72,2.20","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 08:45 PM CDT,https://kenpom.com/player.php?p=49500,29.0,-3.0,17.77,-1.05,30.0,-2.0,18.56,-0.26
Motiejus Krivas,Arizona,Utah St.,25.0,0.98,"[25, 23, 27, 25, 22]","[2.7, 2.5, 2.9, 2.7, 2.4]",C,rebounds,under,8.0492,7.5,110,fanatics,0.5,1.0499,,,,caesars 7.5 O -141; U +106 | fanatics 7.5 O -145; U +110 | fanduel 8.5 O +116; U -154 | prophetx 8.5 O -123; U -209 | splash_sports 7.5 O -118; U -118,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",,,,8.05,interpolated_sim,2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=55294,28.0,3.0,8.19,0.14,25.0,0.0,6.78,-1.27
Thomas Haugh,Florida,Iowa,30.0,0.9,"[0, 37, 35, 35, 23]","[0, 2.6, 2.4, 2.4, 1.6]",FC,threes,under,1.4247,1.5,-132,caesars,0.6,1.0499,,,,caesars 1.5 O -102; U -132 | fanatics 1.5 O +105; U -140 | prophetx 1.5 O -106; U -147,"Team REB: 45.67, Team AST: 16.83, Team 3PM: 7.57, Team STL: 6.67, Team BLK: 5.07, Team TO: 11.73",Past ankle injury early March; full minutes since return,"High stdDev (13.91) due to prior absence, but stable high usage recently (23-37); key in top lineups",,1.42,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=54392,36.0,6.0,1.74,0.32,35.25,5.25,1.77,0.35
Malik Reneau,Miami FL,Purdue,32.0,0.94,"[33, 25, 31, 32, 36]","[2.8, 2.1, 2.6, 2.7, 3.1]",C,points_rebounds_assists,under,26.6557,27.5,-118,splash_sports,0.57,1.0487,,,,splash_sports 27.5 O -118; U -118,"Team REB: 38.20, Team AST: 16.40, Team 3PM: 6.67, Team STL: 8.00, Team BLK: 3.33, Team TO: 11.57",,,,"17.23,7.29,2.13","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=52577,35.0,3.0,26.3,-0.36,33.0,1.0,26.15,-0.51
Skyy Clark,UCLA,Connecticut,30.0,0.88,"[34, 31, 33, 31, 20]","[3.1, 2.9, 3.1, 2.9, 1.8]",G,points_rebounds_assists,under,14.0039,14.5,-118,splash_sports,0.57,1.0487,,,,sleeper 14.5 O -128; U -128 | splash_sports 14.5 O -118; U -118,"Team REB: 32.30, Team AST: 16.00, Team 3PM: 7.87, Team STL: 6.40, Team BLK: 3.00, Team TO: 9.07",,"Strong avg ~30, dip to 20 in UCF likely matchup-specific; heavy in lineups (top 8)",,"9.49,2.81,1.71","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=52575,30.0,0.0,14.34,0.33,32.0,2.0,14.77,0.77
